Date,Description,Amount,Currency,Account
2026-07-31,"PANTRY EXPRESS",-101.43,USD,"Everyday Checking ****2210"
2026-08-01,"SWIFTCAB *TRIP",-7.68,USD,"Everyday Checking ****2210"
2026-08-01,"PANTRY EXPRESS",-103.27,USD,"Everyday Checking ****2210"
2026-08-01,"RENT TRANSFER - J MOORE",-1850.00,USD,"Everyday Checking ****2210"
2026-08-01,"IRONWORKS GYM",-29.78,USD,"Horizon Rewards Card ****4417"
2026-08-01,"BLUE HERON COFFEE",-7.59,USD,"Everyday Checking ****2210"
2026-08-02,"METROCARD RELOAD",-9.55,USD,"Everyday Checking ****2210"
2026-08-02,"ZENFLOW YOGA STUDIO",-129.00,USD,"Everyday Checking ****2210"
2026-08-02,"PANTRY EXPRESS",-128.30,USD,"Everyday Checking ****2210"
2026-08-02,"TAKO STREET KITCHEN",-22.06,USD,"Everyday Checking ****2210"
2026-08-04,"BLUEHERON COFFEE #1147",-9.02,USD,"Everyday Checking ****2210"
2026-08-04,"STREAMLY.COM",-18.99,USD,"Everyday Checking ****2210"
2026-08-04,"Greenfield Market - Elm St",-63.99,USD,"Everyday Checking ****2210"
2026-08-04,"METROCARD RELOAD",-4.60,USD,"Everyday Checking ****2210"
2026-08-05,"SWIFT CAB",-7.56,USD,"Everyday Checking ****2210"
2026-08-06,"NOODLEYARD ONLINE",-14.74,USD,"Everyday Checking ****2210"
2026-08-06,"BLUE HERON COFFEE  1147",-4.40,USD,"Everyday Checking ****2210"
2026-08-07,"METROCARD RELOAD",-7.11,USD,"Everyday Checking ****2210"
2026-08-08,"ROASTWORKS ESPRESSO",-9.19,USD,"Everyday Checking ****2210"
2026-08-08,"BLUEHERON COFFEE #1147",-7.01,USD,"Everyday Checking ****2210"
2026-08-08,"NOODLEYARD ONLINE",-26.78,USD,"Everyday Checking ****2210"
2026-08-09,"SILVER FORK BISTRO",-40.66,USD,"Everyday Checking ****2210"
2026-08-09,"ROASTWORKS ESPRESSO",-6.54,USD,"Everyday Checking ****2210"
2026-08-09,"VAULTBACK PRO ANNUALSAVE",-9.99,USD,"Horizon Rewards Card ****4417"
2026-08-10,"BLUE HERON COFFEE",-5.17,USD,"Everyday Checking ****2210"
2026-08-10,"METRO TRANSIT CARD",-12.81,USD,"Everyday Checking ****2210"
2026-08-10,"ROASTWORKS ESPRESSO",-8.73,USD,"Everyday Checking ****2210"
2026-08-11,"PIXEL AND PAPER",-92.50,USD,"Horizon Rewards Card ****4417"
2026-08-11,"TUNEBOX PREMIUM",-10.99,USD,"Everyday Checking ****2210"
2026-08-12,"SWIFT CAB",-11.47,USD,"Everyday Checking ****2210"
2026-08-12,"BLUE HERON COFFEE",-6.38,USD,"Everyday Checking ****2210"
2026-08-12,"PIZZA CANTINA",-34.35,USD,"Everyday Checking ****2210"
2026-08-13,"BLUE HERON COFFEE  1147",-6.71,USD,"Everyday Checking ****2210"
2026-08-13,"BLUE HERON COFFEE",-5.76,USD,"Everyday Checking ****2210"
2026-08-14,"NORTHGATE GROCERS",-78.09,USD,"Everyday Checking ****2210"
2026-08-14,"BENTO BOX EXPRESS",-21.37,USD,"Everyday Checking ****2210"
2026-08-14,"MORNING SPOON CAFE",-5.25,USD,"Everyday Checking ****2210"
2026-08-15,"MORNING SPOON CAFE",-4.18,USD,"Everyday Checking ****2210"
2026-08-15,"AQUAWORKS WATER BOARD",-141.28,USD,"Everyday Checking ****2210"
2026-08-15,"ELM STREET CLINIC",-73.59,USD,"Horizon Rewards Card ****4417"
2026-08-15,"SWIFT CAB",-7.52,USD,"Everyday Checking ****2210"
2026-08-16,"Greenfield Market - Elm St",-77.52,USD,"Everyday Checking ****2210"
2026-08-16,"SILVER FORK BISTRO",-20.93,USD,"Everyday Checking ****2210"
2026-08-16,"BLUEHERON COFFEE #1147",-5.30,USD,"Everyday Checking ****2210"
2026-08-16,"SWIFTCAB *TRIP",-13.08,USD,"Everyday Checking ****2210"
2026-08-16,"TELCONNECT MOBILE",-54.00,USD,"Everyday Checking ****2210"
2026-08-17,"GREENFIELD MKT #214",-23.34,USD,"Everyday Checking ****2210"
2026-08-17,"MORNING SPOON CAFE",-8.85,USD,"Everyday Checking ****2210"
2026-08-17,"CLOUDNEST STORAGE 200GB",-2.99,USD,"Everyday Checking ****2210"
2026-08-17,"NOODLEYARD ONLINE",-45.65,USD,"Everyday Checking ****2210"
2026-08-17,"SWIFT CAB",-4.50,USD,"Everyday Checking ****2210"
2026-08-18,"ROASTWORKS ESPRESSO",-6.94,USD,"Everyday Checking ****2210"
2026-08-19,"SWIFT CAB",-14.68,USD,"Everyday Checking ****2210"
2026-08-19,"BLUE HERON COFFEE  1147",-5.92,USD,"Everyday Checking ****2210"
2026-08-20,"BLUEHERON COFFEE #1147",-4.38,USD,"Everyday Checking ****2210"
2026-08-20,"BENTO BOX EXPRESS",-42.92,USD,"Everyday Checking ****2210"
2026-08-20,"BLUEHERON COFFEE #1147",-4.90,USD,"Everyday Checking ****2210"
2026-08-21,"PRIMEBOX MEMBERSHIP",-8.99,USD,"Everyday Checking ****2210"
2026-08-21,"ROASTWORKS ESPRESSO",-5.49,USD,"Everyday Checking ****2210"
2026-08-21,"GREENFIELD MARKET",-86.26,USD,"Everyday Checking ****2210"
2026-08-21,"METRO TRANSIT CARD",-7.37,USD,"Everyday Checking ****2210"
2026-08-21,"BLUEHERON COFFEE #1147",-7.84,USD,"Everyday Checking ****2210"
2026-08-22,"ROASTWORKS ESPRESSO",-5.80,USD,"Everyday Checking ****2210"
2026-08-22,"METRO TRANSIT CARD",-12.66,USD,"Everyday Checking ****2210"
2026-08-22,"SILVER FORK BISTRO",-28.20,USD,"Everyday Checking ****2210"
2026-08-23,"RAILLINK INTERCITY",-4.29,USD,"Everyday Checking ****2210"
2026-08-24,"DEVFORGE COPILOT",-10.00,USD,"Everyday Checking ****2210"
2026-08-24,"SWIFT CAB",-14.71,USD,"Everyday Checking ****2210"
2026-08-25,"PIZZA CANTINA",-47.07,USD,"Everyday Checking ****2210"
2026-08-25,"MERIDIAN SOFTWARE LTD PAYROLL",4850.00,USD,"Everyday Checking ****2210"
2026-08-25,"METROCARD RELOAD",-13.26,USD,"Everyday Checking ****2210"
2026-08-26,"METRO TRANSIT CARD",-15.92,USD,"Everyday Checking ****2210"
2026-08-27,"MORNING SPOON CAFE",-7.65,USD,"Everyday Checking ****2210"
2026-08-27,"SWIFT CAB",-4.49,USD,"Everyday Checking ****2210"
2026-08-27,"BLUEHERON COFFEE #1147",-8.92,USD,"Everyday Checking ****2210"
2026-08-28,"MORNING SPOON CAFE",-6.59,USD,"Everyday Checking ****2210"
2026-08-28,"RAILLINK INTERCITY",-6.39,USD,"Everyday Checking ****2210"
2026-08-29,"ELM STREET CLINIC",-35.78,USD,"Horizon Rewards Card ****4417"
2026-08-29,"MORNING SPOON CAFE",-8.66,USD,"Everyday Checking ****2210"
2026-08-29,"ROASTWORKS ESPRESSO",-7.36,USD,"Everyday Checking ****2210"
2026-08-30,"BLUE HERON COFFEE",-8.38,USD,"Everyday Checking ****2210"
2026-08-30,"GREENFIELD MARKET",-34.31,USD,"Everyday Checking ****2210"
2026-08-30,"METRO TRANSIT CARD",-11.07,USD,"Everyday Checking ****2210"
2026-08-30,"MORNING SPOON CAFE",-4.16,USD,"Everyday Checking ****2210"
2026-08-31,"PIXEL AND PAPER",-207.72,USD,"Horizon Rewards Card ****4417"
2026-08-31,"ROASTWORKS ESPRESSO",-8.09,USD,"Everyday Checking ****2210"
2026-08-31,"METRO TRANSIT CARD",-7.90,USD,"Everyday Checking ****2210"
2026-08-31,"PIZZA CANTINA",-45.33,USD,"Everyday Checking ****2210"
